,min,1%,25%,median,75%,99%,max
h_ii,0.0016554260579119944,0.001687560418820051,0.0018823533097212387,0.002287133048542833,0.003505671410129742,0.22678356432984373,0.9803417423111259
abs_LOO_errors,0.023546964099878127,8.28221273287729,507.49279015979096,1288.4296596145623,2843.5171525519,12301.49535052808,45170.848685108525
